NAME,total_households,no_vehicle_households,state_fips,county_fips,tract_fips,GEOID,pct_no_vehicle
Census Tract 443.01; Queens County; New York,1389,968,36,081,044301,36081044301,0.6969042476601872
Census Tract 443.02; Queens County; New York,1388,797,36,081,044302,36081044302,0.5742074927953891
Census Tract 444; Queens County; New York,1125,640,36,081,044400,36081044400,0.5688888888888889
Census Tract 446.01; Queens County; New York,1194,713,36,081,044601,36081044601,0.5971524288107203
Census Tract 446.02; Queens County; New York,1550,1031,36,081,044602,36081044602,0.6651612903225806
Census Tract 448; Queens County; New York,906,381,36,081,044800,36081044800,0.4205298013245033
Census Tract 450; Queens County; New York,761,334,36,081,045000,36081045000,0.43889618922470436
Census Tract 452; Queens County; New York,231,41,36,081,045200,36081045200,0.1774891774891775
Census Tract 454; Queens County; New York,1696,623,36,081,045400,36081045400,0.36733490566037735
Census Tract 455; Queens County; New York,4482,2523,36,081,045500,36081045500,0.5629183400267738
Census Tract 456; Queens County; New York,408,31,36,081,045600,36081045600,0.07598039215686274
Census Tract 457; Queens County; New York,1202,747,36,081,045700,36081045700,0.6214642262895175
Census Tract 458; Queens County; New York,723,208,36,081,045800,36081045800,0.28769017980636236
Census Tract 459; Queens County; New York,1019,444,36,081,045900,36081045900,0.43572129538763493
Census Tract 460; Queens County; New York,1928,1065,36,081,046000,36081046000,0.5523858921161826
Census Tract 461; Queens County; New York,701,386,36,081,046100,36081046100,0.550641940085592
Census Tract 462; Queens County; New York,1998,1138,36,081,046200,36081046200,0.5695695695695696
Census Tract 463; Queens County; New York,1058,696,36,081,046300,36081046300,0.6578449905482041
Census Tract 464; Queens County; New York,579,113,36,081,046400,36081046400,0.19516407599309155
Census Tract 465; Queens County; New York,1056,651,36,081,046500,36081046500,0.6164772727272727
Census Tract 466; Queens County; New York,1398,575,36,081,046600,36081046600,0.4113018597997139
Census Tract 467; Queens County; New York,2128,1239,36,081,046700,36081046700,0.5822368421052632
Census Tract 468; Queens County; New York,1023,410,36,081,046800,36081046800,0.40078201368523947
Census Tract 469.01; Queens County; New York,1398,768,36,081,046901,36081046901,0.5493562231759657
Census Tract 469.02; Queens County; New York,1139,716,36,081,046902,36081046902,0.6286215978928885
Census Tract 470; Queens County; New York,996,359,36,081,047000,36081047000,0.3604417670682731
Census Tract 471; Queens County; New York,1502,860,36,081,047100,36081047100,0.5725699067909454
Census Tract 472; Queens County; New York,1363,358,36,081,047200,36081047200,0.26265590608950845
Census Tract 473; Queens County; New York,1668,958,36,081,047300,36081047300,0.5743405275779376
Census Tract 475; Queens County; New York,1720,908,36,081,047500,36081047500,0.5279069767441861
Census Tract 476; Queens County; New York,541,21,36,081,047600,36081047600,0.038817005545286505
Census Tract 478.01; Queens County; New York,1882,518,36,081,047801,36081047801,0.27523910733262485
Census Tract 478.02; Queens County; New York,403,65,36,081,047802,36081047802,0.16129032258064516
Census Tract 479; Queens County; New York,1850,660,36,081,047900,36081047900,0.3567567567567568
Census Tract 480; Queens County; New York,696,104,36,081,048000,36081048000,0.14942528735632185
Census Tract 481; Queens County; New York,1835,1277,36,081,048100,36081048100,0.6959128065395095
Census Tract 482; Queens County; New York,413,68,36,081,048200,36081048200,0.16464891041162227
Census Tract 483.01; Queens County; New York,731,342,36,081,048301,36081048301,0.46785225718194257
Census Tract 483.02; Queens County; New York,642,305,36,081,048302,36081048302,0.4750778816199377
Census Tract 484; Queens County; New York,1309,304,36,081,048400,36081048400,0.2322383498854087
Census Tract 485; Queens County; New York,1612,586,36,081,048500,36081048500,0.36352357320099254
Census Tract 489; Queens County; New York,522,270,36,081,048900,36081048900,0.5172413793103449
Census Tract 492.01; Queens County; New York,1305,414,36,081,049201,36081049201,0.31724137931034485
Census Tract 492.02; Queens County; New York,604,37,36,081,049202,36081049202,0.061258278145695365
Census Tract 493.01; Queens County; New York,757,108,36,081,049301,36081049301,0.142668428005284
Census Tract 493.02; Queens County; New York,938,330,36,081,049302,36081049302,0.35181236673773986
Census Tract 495; Queens County; New York,523,74,36,081,049500,36081049500,0.14149139579349904
Census Tract 496; Queens County; New York,916,109,36,081,049600,36081049600,0.11899563318777293
Census Tract 497; Queens County; New York,951,234,36,081,049700,36081049700,0.24605678233438485
Census Tract 499; Queens County; New York,1599,600,36,081,049900,36081049900,0.37523452157598497
Census Tract 500; Queens County; New York,1597,601,36,081,050000,36081050000,0.37633061991233563
Census Tract 502.01; Queens County; New York,469,64,36,081,050201,36081050201,0.13646055437100213
Census Tract 502.02; Queens County; New York,416,77,36,081,050202,36081050202,0.18509615384615385
Census Tract 504; Queens County; New York,551,83,36,081,050400,36081050400,0.15063520871143377
Census Tract 505; Queens County; New York,591,84,36,081,050500,36081050500,0.14213197969543148
Census Tract 506; Queens County; New York,428,83,36,081,050600,36081050600,0.1939252336448598
Census Tract 507; Queens County; New York,1275,231,36,081,050700,36081050700,0.1811764705882353
Census Tract 508; Queens County; New York,660,204,36,081,050800,36081050800,0.3090909090909091
Census Tract 510; Queens County; New York,453,127,36,081,051000,36081051000,0.2803532008830022
Census Tract 511; Queens County; New York,805,176,36,081,051100,36081051100,0.2186335403726708
Census Tract 512; Queens County; New York,676,117,36,081,051200,36081051200,0.17307692307692307
Census Tract 513; Queens County; New York,825,136,36,081,051300,36081051300,0.16484848484848486
Census Tract 515; Queens County; New York,1141,171,36,081,051500,36081051500,0.14986853637160386
Census Tract 516; Queens County; New York,597,146,36,081,051600,36081051600,0.24455611390284757
Census Tract 517; Queens County; New York,760,213,36,081,051700,36081051700,0.2802631578947368
Census Tract 518; Queens County; New York,615,110,36,081,051800,36081051800,0.17886178861788618
Census Tract 520; Queens County; New York,472,124,36,081,052000,36081052000,0.2627118644067797
Census Tract 521; Queens County; New York,689,180,36,081,052100,36081052100,0.2612481857764877
Census Tract 522; Queens County; New York,497,65,36,081,052200,36081052200,0.13078470824949698
Census Tract 524; Queens County; New York,588,98,36,081,052400,36081052400,0.16666666666666666
Census Tract 525; Queens County; New York,811,81,36,081,052500,36081052500,0.0998766954377312
Census Tract 526; Queens County; New York,761,218,36,081,052600,36081052600,0.2864651773981603
Census Tract 528; Queens County; New York,514,62,36,081,052800,36081052800,0.12062256809338522
Census Tract 530; Queens County; New York,648,84,36,081,053000,36081053000,0.12962962962962962
Census Tract 531; Queens County; New York,1336,306,36,081,053100,36081053100,0.22904191616766467
Census Tract 532; Queens County; New York,613,83,36,081,053200,36081053200,0.13539967373572595
Census Tract 534.01; Queens County; New York,570,68,36,081,053401,36081053401,0.11929824561403508
Census Tract 535.01; Queens County; New York,471,262,36,081,053501,36081053501,0.5562632696390658
Census Tract 535.02; Queens County; New York,0,0,36,081,053502,36081053502,
Census Tract 536.01; Queens County; New York,738,292,36,081,053601,36081053601,0.3956639566395664
Census Tract 538; Queens County; New York,433,64,36,081,053800,36081053800,0.14780600461893764
Census Tract 539.01; Queens County; New York,1537,712,36,081,053901,36081053901,0.46324007807417045
Census Tract 539.02; Queens County; New York,51,0,36,081,053902,36081053902,0.0
Census Tract 540; Queens County; New York,1301,337,36,081,054000,36081054000,0.2590315142198309
Census Tract 542; Queens County; New York,1648,484,36,081,054200,36081054200,0.2936893203883495
Census Tract 545; Queens County; New York,1377,716,36,081,054500,36081054500,0.5199709513435004
Census Tract 547; Queens County; New York,1482,883,36,081,054700,36081054700,0.5958164642375169
Census Tract 548; Queens County; New York,682,93,36,081,054800,36081054800,0.13636363636363635
Census Tract 549; Queens County; New York,1583,1000,36,081,054900,36081054900,0.6317119393556538
Census Tract 551; Queens County; New York,1590,1136,36,081,055100,36081055100,0.7144654088050314
Census Tract 552; Queens County; New York,988,314,36,081,055200,36081055200,0.31781376518218624
Census Tract 553; Queens County; New York,1017,637,36,081,055300,36081055300,0.6263520157325467
Census Tract 554; Queens County; New York,771,121,36,081,055400,36081055400,0.1569390402075227
Census Tract 555; Queens County; New York,733,366,36,081,055500,36081055500,0.49931787175989084
Census Tract 556; Queens County; New York,700,115,36,081,055600,36081055600,0.16428571428571428
Census Tract 557; Queens County; New York,1412,709,36,081,055700,36081055700,0.5021246458923513
Census Tract 558; Queens County; New York,702,102,36,081,055800,36081055800,0.1452991452991453
Census Tract 559; Queens County; New York,347,236,36,081,055900,36081055900,0.6801152737752162
Census Tract 560; Queens County; New York,440,72,36,081,056000,36081056000,0.16363636363636364
Census Tract 561; Queens County; New York,7,3,36,081,056100,36081056100,0.42857142857142855
Census Tract 562; Queens County; New York,501,28,36,081,056200,36081056200,0.05588822355289421
Census Tract 564; Queens County; New York,458,71,36,081,056400,36081056400,0.15502183406113537
Census Tract 565; Queens County; New York,601,217,36,081,056500,36081056500,0.3610648918469218
Census Tract 566; Queens County; New York,462,145,36,081,056600,36081056600,0.31385281385281383
Census Tract 567; Queens County; New York,1601,257,36,081,056700,36081056700,0.16052467207995003
Census Tract 568; Queens County; New York,1551,415,36,081,056800,36081056800,0.2675693101225016
Census Tract 577; Queens County; New York,1457,558,36,081,057700,36081057700,0.3829787234042553
Census Tract 579; Queens County; New York,605,228,36,081,057900,36081057900,0.3768595041322314
Census Tract 580; Queens County; New York,1104,76,36,081,058000,36081058000,0.06884057971014493
Census Tract 581; Queens County; New York,1204,405,36,081,058100,36081058100,0.33637873754152825
Census Tract 582; Queens County; New York,1523,172,36,081,058200,36081058200,0.11293499671700591
Census Tract 583; Queens County; New York,1379,547,36,081,058300,36081058300,0.3966642494561276
Census Tract 585; Queens County; New York,1662,692,36,081,058500,36081058500,0.41636582430806257
Census Tract 587; Queens County; New York,1283,527,36,081,058700,36081058700,0.4107560405300078
Census Tract 589; Queens County; New York,1892,1179,36,081,058900,36081058900,0.6231501057082452
Census Tract 590; Queens County; New York,402,46,36,081,059000,36081059000,0.11442786069651742
Census Tract 591; Queens County; New York,2202,1183,36,081,059100,36081059100,0.5372388737511353
Census Tract 592; Queens County; New York,461,101,36,081,059200,36081059200,0.21908893709327548
Census Tract 593; Queens County; New York,1494,680,36,081,059300,36081059300,0.45515394912985274
Census Tract 594; Queens County; New York,543,38,36,081,059400,36081059400,0.06998158379373849
Census Tract 595.01; Queens County; New York,612,230,36,081,059501,36081059501,0.3758169934640523
Census Tract 595.02; Queens County; New York,903,266,36,081,059502,36081059502,0.29457364341085274
Census Tract 596; Queens County; New York,554,64,36,081,059600,36081059600,0.11552346570397112
Census Tract 598; Queens County; New York,537,61,36,081,059800,36081059800,0.11359404096834265
Census Tract 599; Queens County; New York,481,116,36,081,059900,36081059900,0.24116424116424118
Census Tract 600; Queens County; New York,431,67,36,081,060000,36081060000,0.1554524361948956
Census Tract 601; Queens County; New York,810,206,36,081,060100,36081060100,0.254320987654321
Census Tract 603; Queens County; New York,689,160,36,081,060300,36081060300,0.23222060957910015
Census Tract 606; Queens County; New York,518,110,36,081,060600,36081060600,0.21235521235521235
Census Tract 607.01; Queens County; New York,14,0,36,081,060701,36081060701,0.0
Census Tract 608; Queens County; New York,455,74,36,081,060800,36081060800,0.16263736263736264
Census Tract 610; Queens County; New York,458,54,36,081,061000,36081061000,0.11790393013100436
Census Tract 612; Queens County; New York,521,39,36,081,061200,36081061200,0.07485604606525911
Census Tract 613.01; Queens County; New York,1759,917,36,081,061301,36081061301,0.5213189312109153
Census Tract 613.02; Queens County; New York,0,0,36,081,061302,36081061302,
Census Tract 614; Queens County; New York,432,62,36,081,061400,36081061400,0.14351851851851852
Census Tract 616.01; Queens County; New York,799,169,36,081,061601,36081061601,0.21151439299123906
Census Tract 616.02; Queens County; New York,361,67,36,081,061602,36081061602,0.18559556786703602
Census Tract 618; Queens County; New York,717,178,36,081,061800,36081061800,0.2482566248256625
Census Tract 619; Queens County; New York,1170,246,36,081,061900,36081061900,0.21025641025641026
Census Tract 620; Queens County; New York,503,67,36,081,062000,36081062000,0.13320079522862824
Census Tract 621; Queens County; New York,996,165,36,081,062100,36081062100,0.16566265060240964
Census Tract 622; Queens County; New York,659,105,36,081,062200,36081062200,0.15933232169954475
Census Tract 623; Queens County; New York,879,306,36,081,062300,36081062300,0.34812286689419797
Census Tract 624; Queens County; New York,0,0,36,081,062400,36081062400,
Census Tract 625; Queens County; New York,909,287,36,081,062500,36081062500,0.31573157315731576
Census Tract 626; Queens County; New York,889,89,36,081,062600,36081062600,0.10011248593925759
Census Tract 627; Queens County; New York,1104,367,36,081,062700,36081062700,0.33242753623188404
Census Tract 629; Queens County; New York,1215,449,36,081,062900,36081062900,0.3695473251028807
Census Tract 630; Queens County; New York,588,58,36,081,063000,36081063000,0.09863945578231292
Census Tract 632; Queens County; New York,695,148,36,081,063200,36081063200,0.21294964028776978
Census Tract 633.01; Queens County; New York,510,85,36,081,063301,36081063301,0.16666666666666666
Census Tract 633.02; Queens County; New York,581,77,36,081,063302,36081063302,0.13253012048192772
Census Tract 635; Queens County; New York,925,126,36,081,063500,36081063500,0.1362162162162162
Census Tract 637; Queens County; New York,1273,118,36,081,063700,36081063700,0.09269442262372349
Census Tract 638; Queens County; New York,1090,130,36,081,063800,36081063800,0.11926605504587157
Census Tract 639; Queens County; New York,1042,186,36,081,063900,36081063900,0.1785028790786948
Census Tract 641.01; Queens County; New York,961,161,36,081,064101,36081064101,0.1675338189386056
Census Tract 641.02; Queens County; New York,0,0,36,081,064102,36081064102,
Census Tract 645; Queens County; New York,771,302,36,081,064500,36081064500,0.39169909208819714
Census Tract 646; Queens County; New York,1104,196,36,081,064600,36081064600,0.17753623188405798
Census Tract 650; Queens County; New York,840,99,36,081,065000,36081065000,0.11785714285714285
Census Tract 654.01; Queens County; New York,938,224,36,081,065401,36081065401,0.23880597014925373
Census Tract 654.02; Queens County; New York,0,0,36,081,065402,36081065402,
Census Tract 655.01; Queens County; New York,0,0,36,081,065501,36081065501,
Census Tract 656; Queens County; New York,1510,424,36,081,065600,36081065600,0.280794701986755
Census Tract 657.02; Queens County; New York,599,198,36,081,065702,36081065702,0.330550918196995
Census Tract 657.03; Queens County; New York,1014,215,36,081,065703,36081065703,0.21203155818540434
Census Tract 659; Queens County; New York,628,121,36,081,065900,36081065900,0.1926751592356688
Census Tract 660; Queens County; New York,1131,167,36,081,066000,36081066000,0.14765694076038904
Census Tract 661; Queens County; New York,624,117,36,081,066100,36081066100,0.1875
Census Tract 663.01; Queens County; New York,1002,219,36,081,066301,36081066301,0.218562874251497
Census Tract 663.02; Queens County; New York,0,0,36,081,066302,36081066302,
Census Tract 664.01; Queens County; New York,383,33,36,081,066401,36081066401,0.08616187989556136
Census Tract 664.02; Queens County; New York,1030,111,36,081,066402,36081066402,0.10776699029126213
Census Tract 664.03; Queens County; New York,1614,221,36,081,066403,36081066403,0.1369268897149938
Census Tract 664.04; Queens County; New York,0,0,36,081,066404,36081066404,
Census Tract 665.01; Queens County; New York,1551,355,36,081,066501,36081066501,0.22888459058671826
Census Tract 667.01; Queens County; New York,874,354,36,081,066701,36081066701,0.40503432494279173
Census Tract 669; Queens County; New York,652,92,36,081,066900,36081066900,0.1411042944785276
Census Tract 671; Queens County; New York,923,157,36,081,067100,36081067100,0.17009750812567714
Census Tract 677; Queens County; New York,705,150,36,081,067700,36081067700,0.2127659574468085
Census Tract 679; Queens County; New York,1749,862,36,081,067900,36081067900,0.4928530588907947
Census Tract 680; Queens County; New York,1604,186,36,081,068000,36081068000,0.11596009975062344
Census Tract 682; Queens County; New York,354,41,36,081,068200,36081068200,0.11581920903954802
Census Tract 683; Queens County; New York,1615,1094,36,081,068300,36081068300,0.6773993808049535
Census Tract 687; Queens County; New York,2045,1305,36,081,068700,36081068700,0.6381418092909535
Census Tract 690; Queens County; New York,1111,158,36,081,069000,36081069000,0.1422142214221422
Census Tract 693; Queens County; New York,1258,637,36,081,069300,36081069300,0.5063593004769475
Census Tract 694; Queens County; New York,1125,235,36,081,069400,36081069400,0.2088888888888889
Census Tract 695; Queens County; New York,840,270,36,081,069500,36081069500,0.32142857142857145
Census Tract 697.01; Queens County; New York,1775,809,36,081,069701,36081069701,0.45577464788732397
Census Tract 697.02; Queens County; New York,1587,340,36,081,069702,36081069702,0.2142407057340895
Census Tract 703; Queens County; New York,909,254,36,081,070300,36081070300,0.2794279427942794
Census Tract 707; Queens County; New York,1001,134,36,081,070700,36081070700,0.13386613386613386
Census Tract 709; Queens County; New York,1138,444,36,081,070900,36081070900,0.39015817223198596
Census Tract 711; Queens County; New York,2913,1166,36,081,071100,36081071100,0.4002746309646413
Census Tract 713.03; Queens County; New York,2625,1244,36,081,071303,36081071303,0.4739047619047619
Census Tract 713.04; Queens County; New York,3143,1876,36,081,071304,36081071304,0.5968819599109132
Census Tract 713.05; Queens County; New York,2489,1278,36,081,071305,36081071305,0.5134592205705103
Census Tract 713.06; Queens County; New York,3063,1920,36,081,071306,36081071306,0.6268364348677767
Census Tract 716; Queens County; New York,0,0,36,081,071600,36081071600,
Census Tract 717.01; Queens County; New York,2386,1410,36,081,071701,36081071701,0.5909471919530596
Census Tract 717.02; Queens County; New York,2039,1010,36,081,071702,36081071702,0.49534085335948996
Census Tract 719; Queens County; New York,1043,439,36,081,071900,36081071900,0.42090124640460214
Census Tract 721; Queens County; New York,2079,1051,36,081,072100,36081072100,0.5055315055315055
Census Tract 723; Queens County; New York,848,113,36,081,072300,36081072300,0.1332547169811321
Census Tract 729; Queens County; New York,475,68,36,081,072900,36081072900,0.1431578947368421
Census Tract 731; Queens County; New York,595,67,36,081,073100,36081073100,0.11260504201680673
Census Tract 737; Queens County; New York,1124,578,36,081,073700,36081073700,0.5142348754448398
Census Tract 739; Queens County; New York,2584,1108,36,081,073900,36081073900,0.42879256965944273
Census Tract 741; Queens County; New York,1547,762,36,081,074100,36081074100,0.49256625727213965
Census Tract 743; Queens County; New York,1672,653,36,081,074300,36081074300,0.39055023923444976
Census Tract 745; Queens County; New York,1590,910,36,081,074500,36081074500,0.5723270440251572
Census Tract 747; Queens County; New York,1252,296,36,081,074700,36081074700,0.2364217252396166
Census Tract 749; Queens County; New York,550,31,36,081,074900,36081074900,0.056363636363636366
Census Tract 757.01; Queens County; New York,2422,1113,36,081,075701,36081075701,0.4595375722543353
Census Tract 757.02; Queens County; New York,2426,848,36,081,075702,36081075702,0.34954657873042044
Census Tract 769.01; Queens County; New York,2403,1371,36,081,076901,36081076901,0.5705368289637952
Census Tract 769.02; Queens County; New York,585,295,36,081,076902,36081076902,0.5042735042735043
Census Tract 773; Queens County; New York,1049,496,36,081,077300,36081077300,0.47283126787416585
Census Tract 775; Queens County; New York,1022,366,36,081,077500,36081077500,0.35812133072407043
Census Tract 779.02; Queens County; New York,1806,538,36,081,077902,36081077902,0.2978959025470653
Census Tract 779.03; Queens County; New York,1173,286,36,081,077903,36081077903,0.24381926683716965
Census Tract 779.04; Queens County; New York,2095,502,36,081,077904,36081077904,0.239618138424821
Census Tract 779.05; Queens County; New York,1315,324,36,081,077905,36081077905,0.24638783269961978
Census Tract 779.06; Queens County; New York,1312,454,36,081,077906,36081077906,0.34603658536585363
Census Tract 779.07; Queens County; New York,1122,342,36,081,077907,36081077907,0.3048128342245989
Census Tract 779.08; Queens County; New York,1151,355,36,081,077908,36081077908,0.30842745438748914
Census Tract 788; Queens County; New York,570,92,36,081,078800,36081078800,0.16140350877192983
Census Tract 790; Queens County; New York,833,207,36,081,079000,36081079000,0.24849939975990396
Census Tract 792; Queens County; New York,874,134,36,081,079200,36081079200,0.15331807780320367
Census Tract 793; Queens County; New York,0,0,36,081,079300,36081079300,
Census Tract 797.01; Queens County; New York,2925,1729,36,081,079701,36081079701,0.5911111111111111
Census Tract 797.02; Queens County; New York,1501,685,36,081,079702,36081079702,0.4563624250499667
Census Tract 799; Queens County; New York,1098,360,36,081,079900,36081079900,0.32786885245901637
Census Tract 803.01; Queens County; New York,1092,292,36,081,080301,36081080301,0.2673992673992674
Census Tract 803.02; Queens County; New York,973,230,36,081,080302,36081080302,0.23638232271325796
Census Tract 809; Queens County; New York,2623,599,36,081,080900,36081080900,0.22836446816622188
Census Tract 814; Queens County; New York,1008,117,36,081,081400,36081081400,0.11607142857142858
Census Tract 818; Queens County; New York,1049,264,36,081,081800,36081081800,0.25166825548141086
Census Tract 837; Queens County; New York,1555,417,36,081,083700,36081083700,0.2681672025723473
Census Tract 838; Queens County; New York,1597,131,36,081,083800,36081083800,0.08202880400751408
Census Tract 840; Queens County; New York,2005,352,36,081,084000,36081084000,0.17556109725685787
Census Tract 845; Queens County; New York,2041,1439,36,081,084500,36081084500,0.705046545810877
Census Tract 846.01; Queens County; New York,794,72,36,081,084601,36081084601,0.0906801007556675
Census Tract 846.02; Queens County; New York,211,0,36,081,084602,36081084602,0.0
Census Tract 849.01; Queens County; New York,1025,406,36,081,084901,36081084901,0.3960975609756098
Census Tract 849.02; Queens County; New York,1289,857,36,081,084902,36081084902,0.664856477889837
Census Tract 853; Queens County; New York,2501,1654,36,081,085300,36081085300,0.6613354658136745
Census Tract 855; Queens County; New York,2623,1910,36,081,085500,36081085500,0.7281738467403737
Census Tract 857; Queens County; New York,1850,1216,36,081,085700,36081085700,0.6572972972972972
Census Tract 859; Queens County; New York,2295,1401,36,081,085900,36081085900,0.6104575163398693
Census Tract 861; Queens County; New York,801,423,36,081,086100,36081086100,0.5280898876404494
Census Tract 863; Queens County; New York,2212,1165,36,081,086300,36081086300,0.5266726943942134
Census Tract 864; Queens County; New York,748,93,36,081,086400,36081086400,0.12433155080213903
Census Tract 865; Queens County; New York,2291,1686,36,081,086500,36081086500,0.7359231776516805
Census Tract 869; Queens County; New York,824,435,36,081,086900,36081086900,0.5279126213592233
Census Tract 871; Queens County; New York,2005,1416,36,081,087100,36081087100,0.7062344139650872
Census Tract 884; Queens County; New York,3314,379,36,081,088400,36081088400,0.11436330718165359
Census Tract 889.02; Queens County; New York,2374,1203,36,081,088902,36081088902,0.5067396798652064
Census Tract 889.03; Queens County; New York,1634,354,36,081,088903,36081088903,0.21664626682986537
Census Tract 892.01; Queens County; New York,2754,83,36,081,089201,36081089201,0.030137981118373274
Census Tract 892.02; Queens County; New York,0,0,36,081,089202,36081089202,
Census Tract 907; Queens County; New York,549,87,36,081,090700,36081090700,0.15846994535519127
Census Tract 916.02; Queens County; New York,0,0,36,081,091602,36081091602,
Census Tract 916.03; Queens County; New York,1533,126,36,081,091603,36081091603,0.0821917808219178
Census Tract 916.04; Queens County; New York,0,0,36,081,091604,36081091604,
Census Tract 918; Queens County; New York,7,0,36,081,091800,36081091800,0.0
Census Tract 919; Queens County; New York,1775,442,36,081,091900,36081091900,0.24901408450704227
Census Tract 922; Queens County; New York,822,96,36,081,092200,36081092200,0.11678832116788321
Census Tract 925; Queens County; New York,1111,335,36,081,092500,36081092500,0.3015301530153015
Census Tract 928; Queens County; New York,1173,49,36,081,092800,36081092800,0.041773231031543054
Census Tract 929; Queens County; New York,2294,295,36,081,092900,36081092900,0.12859633827375763
Census Tract 934.01; Queens County; New York,1467,216,36,081,093401,36081093401,0.147239263803681
Census Tract 934.02; Queens County; New York,1508,399,36,081,093402,36081093402,0.2645888594164456
Census Tract 938; Queens County; New York,1963,605,36,081,093800,36081093800,0.30820173204279167
Census Tract 939; Queens County; New York,1879,254,36,081,093900,36081093900,0.13517828632251197
Census Tract 942.01; Queens County; New York,1350,398,36,081,094201,36081094201,0.2948148148148148
Census Tract 942.02; Queens County; New York,2075,870,36,081,094202,36081094202,0.41927710843373495
Census Tract 942.03; Queens County; New York,2922,1067,36,081,094203,36081094203,0.365160848733744
Census Tract 945; Queens County; New York,1308,165,36,081,094500,36081094500,0.12614678899082568
Census Tract 947; Queens County; New York,740,197,36,081,094700,36081094700,0.2662162162162162
Census Tract 954; Queens County; New York,1905,409,36,081,095400,36081095400,0.2146981627296588
Census Tract 964; Queens County; New York,2292,386,36,081,096400,36081096400,0.16841186736474695
Census Tract 972.02; Queens County; New York,1204,961,36,081,097202,36081097202,0.7981727574750831
Census Tract 972.04; Queens County; New York,1262,470,36,081,097204,36081097204,0.3724247226624406
Census Tract 972.05; Queens County; New York,1237,837,36,081,097205,36081097205,0.6766370250606305
Census Tract 972.06; Queens County; New York,1311,1001,36,081,097206,36081097206,0.7635392829900839
Census Tract 972.07; Queens County; New York,0,0,36,081,097207,36081097207,
Census Tract 973; Queens County; New York,787,65,36,081,097300,36081097300,0.08259212198221093
Census Tract 981; Queens County; New York,822,54,36,081,098100,36081098100,0.06569343065693431
Census Tract 987; Queens County; New York,978,167,36,081,098700,36081098700,0.17075664621676892
Census Tract 991; Queens County; New York,2825,265,36,081,099100,36081099100,0.09380530973451327
Census Tract 992; Queens County; New York,1601,934,36,081,099200,36081099200,0.5833853841349157
Census Tract 997.01; Queens County; New York,1126,182,36,081,099701,36081099701,0.16163410301953818
Census Tract 997.03; Queens County; New York,1754,234,36,081,099703,36081099703,0.13340935005701254
Census Tract 997.04; Queens County; New York,3726,693,36,081,099704,36081099704,0.1859903381642512
Census Tract 997.05; Queens County; New York,1083,117,36,081,099705,36081099705,0.10803324099722991
Census Tract 998.01; Queens County; New York,2665,902,36,081,099801,36081099801,0.3384615384615385
Census Tract 998.02; Queens County; New York,2785,1687,36,081,099802,36081099802,0.6057450628366248
Census Tract 999; Queens County; New York,0,0,36,081,099900,36081099900,
Census Tract 1008.01; Queens County; New York,714,93,36,081,100801,36081100801,0.13025210084033614
Census Tract 1008.03; Queens County; New York,1151,561,36,081,100803,36081100803,0.48740225890529976
Census Tract 1008.04; Queens County; New York,1463,190,36,081,100804,36081100804,0.12987012987012986
Census Tract 1010.02; Queens County; New York,1787,615,36,081,101002,36081101002,0.34415221040850585
Census Tract 1010.03; Queens County; New York,1068,452,36,081,101003,36081101003,0.4232209737827715
Census Tract 1010.04; Queens County; New York,2436,1126,36,081,101004,36081101004,0.46223316912972084
Census Tract 1017; Queens County; New York,2427,257,36,081,101700,36081101700,0.10589204779563247
Census Tract 1029; Queens County; New York,1545,102,36,081,102900,36081102900,0.06601941747572816
Census Tract 1032.01; Queens County; New York,1884,982,36,081,103201,36081103201,0.5212314225053079
Census Tract 1032.02; Queens County; New York,2133,552,36,081,103202,36081103202,0.2587904360056259
Census Tract 1033; Queens County; New York,1511,217,36,081,103300,36081103300,0.14361350099272005
Census Tract 1039; Queens County; New York,2451,194,36,081,103900,36081103900,0.07915136678906569
Census Tract 1047; Queens County; New York,2798,408,36,081,104700,36081104700,0.14581844174410294
Census Tract 1059; Queens County; New York,1349,99,36,081,105900,36081105900,0.07338769458858414
Census Tract 1072.01; Queens County; New York,898,84,36,081,107201,36081107201,0.0935412026726058
Census Tract 1072.02; Queens County; New York,0,0,36,081,107202,36081107202,
Census Tract 1085; Queens County; New York,1027,128,36,081,108500,36081108500,0.124634858812074
Census Tract 1093; Queens County; New York,989,51,36,081,109300,36081109300,0.05156723963599596
Census Tract 1097; Queens County; New York,664,85,36,081,109700,36081109700,0.1280120481927711
Census Tract 1099; Queens County; New York,1283,163,36,081,109900,36081109900,0.1270459859703819
Census Tract 1113; Queens County; New York,781,27,36,081,111300,36081111300,0.034571062740076826
Census Tract 1123; Queens County; New York,730,41,36,081,112300,36081112300,0.056164383561643834
Census Tract 1129; Queens County; New York,828,134,36,081,112900,36081112900,0.16183574879227053
Census Tract 1133; Queens County; New York,609,42,36,081,113300,36081113300,0.06896551724137931
Census Tract 1139; Queens County; New York,1518,215,36,081,113900,36081113900,0.14163372859025034
Census Tract 1141; Queens County; New York,870,57,36,081,114100,36081114100,0.06551724137931035
Census Tract 1147; Queens County; New York,620,22,36,081,114700,36081114700,0.035483870967741936
Census Tract 1151; Queens County; New York,364,45,36,081,115100,36081115100,0.12362637362637363
Census Tract 1155; Queens County; New York,724,204,36,081,115500,36081115500,0.281767955801105
Census Tract 1157; Queens County; New York,1168,302,36,081,115700,36081115700,0.2585616438356164
Census Tract 1159; Queens County; New York,1709,706,36,081,115900,36081115900,0.4131070801638385
